"ISO3","Name","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023"
"AFG","Afghanistan",0.308181664419922,0.308180641028109,0.31261371657562,0.317046792123131,0.313377869491672,0.309709385456704,0.310498250653432,0.311303914181776,0.304292067683329,0.304012500746954,0.244087804145276,0.216438433888324,0.203330045870007,0.196948470487095,0.204766263273554,0.194018496131388,0.187068326441352,0.200859596640306,0.20236052525102,0.217887437869375,0.219152084928523,0.226481905522941,0.220760025742401,0.214534360180612,0.226053657686688,0.216871536830732,0.242670470377398,0.240467820869849,0.242816518535365
"ALB","Albania",0.279756845280208,0.280275284970953,0.277169445055058,0.273617489107797,0.279210738773109,0.284547625871153,0.28622481120924,0.288103108097339,0.287853804389221,0.299484103294622,0.28852835721403,0.272044808294405,0.281439923315049,0.295216318018989,0.315848852171574,0.31755450141233,0.308494055302305,0.310453854087313,0.320745652767586,0.344464955599784,0.356073259757617,0.35459386815921,0.355675037733233,0.353964740037823,0.349593222675169,0.350026586370126,0.352316536636028,0.367582347019449,0.375133465766267
"DZA","Algeria",0.302493250670041,0.303544042729664,0.290277750995679,0.277320866081664,0.27495113126673,0.272734790546018,0.275718772061438,0.279013308658051,0.296277203645289,0.299800044212119,0.308533842730265,0.275339197006333,0.274834555772896,0.275747281200005,0.277459533877188,0.2730520845985,0.268775643464971,0.272757903146365,0.281651855100065,0.275260237886529,0.278483990009418,0.285502078750089,0.31047885874147,0.306236366617932,0.311216121779175,0.309095164196817,0.31478116808092,0.315198733502169,0.321140185176787
"AND","Andorra",0.123870385302073,0.126190936972654,0.129691691348132,0.136468002653936,0.141059930162864,0.145479247900725,0.14887162365992,0.150336805256612,0.162162412553893,0.176724783545969,0.192160916641135,0.211214481073285,0.237464635985511,0.241735244157515,0.253232020166248,0.261041800232042,0.266432849274459,0.271378045269342,0.27887017145758,0.281285637024721,0.288685609457669,0.295882125369889,0.299429168542878,0.300398544682099,0.340485667173176,0.348304804594043,0.350802167048438,0.391278636544143,0.452459320881706
"AGO","Angola",0.177235175819532,0.177234449989538,0.176755092807596,0.176271152620713,0.175608363458819,0.174995846323507,0.179326112112053,0.183678625106812,0.173665779278704,0.172943414221515,0.164232698549292,0.137963230455678,0.138600418611434,0.14135552781743,0.140650484738447,0.129041537089635,0.127976784100069,0.143139151578591,0.150525628820252,0.143294353413176,0.14223089503865,0.165802058557163,0.173561136933589,0.194058655506235,0.207028287518103,0.219527565638109,0.241923360375256,0.246641283730801,0.247240570600419
"ATG","Antigua and Barbuda",0.440926654924595,0.441431625684829,0.442630099145977,0.443819968169661,0.444876337364651,0.446835306002308,0.4472044554232,0.449923627506586,0.452640449914452,0.45356589790638,0.469178326306771,0.466523984108007,0.471904635567193,0.484022297188602,0.489475058876261,0.496792997408818,0.488442875837544,0.495790661414051,0.491207976209871,0.4473902998616,0.445464167682838,0.441779009855027,0.400104647081856,0.40973559118601,0.407176749941237,0.404922562208837,0.404628137440315,0.411908956662555,0.413251469778449
"ARG","Argentina",0.337131306145883,0.34011829850015,0.33418109302263,0.329656066190803,0.333412700285042,0.338342721420518,0.324072116783516,0.317856608142693,0.315106116014866,0.325819543002656,0.336015870623032,0.315735852976384,0.324252951141292,0.319102243905066,0.318820297202102,0.32719107079468,0.325091991822962,0.319565613047845,0.310922496350445,0.303073539463335,0.29934350954322,0.332949551132618,0.332727059668436,0.349616602488681,0.355780449916858,0.358955594987398,0.339474675104353,0.338166609914255,0.345166147735561
"ARM","Armenia",0.341867143966472,0.33794287470786,0.317450229984364,0.313255921953049,0.322523639048691,0.327612896108552,0.332415952376335,0.346500805514441,0.355286414797921,0.348504176539491,0.370560819621141,0.355830313594808,0.352854864721865,0.371694405549029,0.36543464555026,0.364828068204783,0.36831605136286,0.377942383253789,0.398075512740814,0.418256339070391,0.423112623798164,0.431218140649472,0.430570512868787,0.450250488692227,0.473297996016299,0.484442823779042,0.488945371720779,0.487830261069807,0.491591761364535
"AUS","Australia",0.594522892870429,0.597678935816647,0.59871802198889,0.601904803750652,0.607872042393534,0.614979281994295,0.619545985814315,0.621317133793987,0.634471284888425,0.647589940823246,0.6525915861767,0.695044053153641,0.704250414679501,0.711678447623973,0.705129675546605,0.712081429385523,0.713691149363533,0.713502948761762,0.71168764603632,0.713450198626045,0.714989031854217,0.707078979167874,0.694859427120255,0.698991171238723,0.698836789388392,0.680029450302052,0.697397806438283,0.698807327559776,0.699878073867588
"AUT","Austria",0.599450078162527,0.605813482293076,0.613985130573247,0.621508434687444,0.625047933282463,0.628321251503475,0.636687326397893,0.643196418073912,0.649191085389042,0.657809190301509,0.658257415466722,0.686582449758479,0.699221335083397,0.687365327947295,0.669875633065484,0.671158538274452,0.664984222125364,0.662251424467919,0.683962788111204,0.692878356918751,0.694668901829297,0.682857653922052,0.68365823255002,0.68718550849815,0.680733069462755,0.676195870988039,0.661871193383777,0.663387345465565,0.654183130480741
